Report Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Organization Name,Organization Address,Organization City,Organization State,Organization ZIP,Jurisdiction,Organization Country,Phone,Status,Case Number,Patient ID,Other Idenifier,Class,Common Species Name,Species,Subspecies,Genus,TSN Code,Gender,Patient Flag,Date Found,Time Found,Date Admitted,Time Admitted,Details of rescue,Care Given,Circumstances of Rescue,Primary,Suspected/Observed,Admission Comments,Rescue State,Rescue Juristiction,Rescue Address,Other Rescue Information,Latitude,Longitude,Elevation
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,22-0004800,Black backed Jackal,none,mammals,Black-backed Jackal,mesomelas,,Canis,183818,Male,,02/09/2022,,02/10/2022,,"Found Jackal in a hut, taken to other rehab center, transported here","hydrated, medicated, examined",Entrapment / Spaces,Yes,Suspected,in a hut,SD,Corson County,,This needs South African addresses,,,
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,22-0004800,Black backed Jackal,none,mammals,Black-backed Jackal,mesomelas,,Canis,183818,Male,,02/09/2022,,02/10/2022,,"Found Jackal in a hut, taken to other rehab center, transported here","hydrated, medicated, examined",Referral / Non-permit holding facility,No,Suspected,Brought to us,SD,Corson County,,This needs South African addresses,,,
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,22-0004801,Black backed Jackal,none,mammals,Black-backed Jackal,mesomelas,,Canis,183818,Male,,02/09/2022,,02/10/2022,,"Found Jackal in a hut, taken to other rehab center, transported here","hydrated, medicated, examined",Entrapment / Spaces,Yes,Suspected,in a hut,SD,Corson County,,This needs South African addresses,,,
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,22-0004801,Black backed Jackal,none,mammals,Black-backed Jackal,mesomelas,,Canis,183818,Male,,02/09/2022,,02/10/2022,,"Found Jackal in a hut, taken to other rehab center, transported here","hydrated, medicated, examined",Referral / Non-permit holding facility,No,Suspected,Brought to us,SD,Corson County,,This needs South African addresses,,,
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,22-0004832,,,Birds,Black-billed Magpie,pica,,Pica,179720,Undetermined,,,,02/10/2022,,,,Projectile,Yes,Observed,,PA,Clinton County,,,,,
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,22-0006029,Bullet,grey male,mammals,Koala,cinereus,,Phascolarctos,552677,Male,,02/26/2022,1:00 PM,02/26/2022,2:00 PM,Testing,testing,Collision / Moving object,Yes,Suspected,testing,PA,Adams County,,eglja,,,
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,22-0007254,,,mammals,Koala,cinereus,,Phascolarctos,552677,Female,,,,03/14/2022,,found under tree,oral fluids,Animal interaction / Domestic animal / Dog,Yes,Suspected,dog attack around rump,PA,Adams County,"1800 S Delphine Ave, Waynesboro, VA 22980, USA",,38.039279937744,-78.913749694824,443.5268859863
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,22-0007672,,,Birds,American Golden Plover,dominica,,Pluvialis,176564,Female,dasdfasdf,,,03/19/2022,,,,Born/Hatched in Captivity,Yes,Observed,,PA,Beaver County,,,,,
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,22-0024903,Kennedy Joe,BL 070,mammals,Brush-tailed Phascogale,tapoatafa,,Phascogale,552622,Male,,05/31/2022,,05/31/2022,,On ground. Rescuer xxx,Initial assessment - ICU 1,Collision,Yes,Observed,with ground - fell out of tree,KY,Breckinridge County,,,,,
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,22-0034827,Mia,,mammals,Maned Wolf,brachyurus,,Chrysocyon,183827,Female,,,,07/01/2022,,none,,"Orphan, true",Yes,Suspected,,PA,Adams County,,,,,
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,22-0035940,,,mammals,Maned Wolf,brachyurus,,Chrysocyon,183827,Female,,,,07/04/2022,,,,Entrapment,Yes,Suspected,,PA,Bucks County,,,,,
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,22-0060330,OWC 1,DD,Mammals,eastern gray squirrel,carolinensis,,Sciurus,180175,Male,,,,11/01/2022,,,,Entrapment / Trap,Yes,Suspected,,OH,Franklin County,,,,,
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,22-0060891,,,Reptiles,Green Sea Turtle,mydas,,Chelonia,173833,Undetermined,,,,11/08/2022,,,,None of the Above,Yes,Suspected,jetty trapped,TX,Nueces County,"Mustang Island, Texas, USA",,27.67847442627,-97.16561126709,2.211322546
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,22-0061821,,,Mammals,Raccoon,lotor,,Procyon,180575,Undetermined,dasdfasdf,11/20/2022,9:00 AM,11/20/2022,11:00 AM,,,Collision / Moving object / Car/truck/motorcycle,Yes,Observed,,TX,Williamson County,,,,,
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,22-0061903,,,Mammals,Raccoon,lotor,,Procyon,180575,Undetermined,,11/21/2022,,11/21/2022,,,,Collision / Moving object / Car/truck/motorcycle,Yes,Observed,,WA,Whatcom County,"423 Tyee Dr, Point Roberts, WA 98281, USA",,48.987396240234,-123.068656921387,20.5169334412
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,22-0062017,,,Mammals,Eastern Cottontail,floridanus,,Sylvilagus,180124,Indeterminate,,11/23/2022,,11/23/2022,,Dog dug up the nest but didn't injure the bunny.,,Animal interaction / Domestic animal / Dog,Yes,Suspected,No Injuries Observed,TX,Williamson County,"1906 Bandera Cove, Round Rock, TX 78665, USA",,30.504358291626,-97.624870300293,272.395904541
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,22-0062058,Orange R Ear,,Mammals,Raccoon,lotor,,Procyon,180575,Male,,11/21/2022,,11/21/2022,,.mother was trapped out of attic and relocated.,,Nest/Habitat Disturbance/Destruction,Yes,Suspected,,TX,Williamson County,"275 Pvt Rd 901, Florence, TX 76527, USA",,30.868629455566,-97.776039123535,307.5856933594
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,22-0062059,Black mark R Ear,,Mammals,Raccoon,lotor,,Procyon,180575,Male,,11/21/2022,,11/21/2022,,.mother was trapped out of attic and relocated.,,Nest/Habitat Disturbance/Destruction,Yes,Suspected,,TX,Williamson County,"275 Pvt Rd 901, Florence, TX 76527, USA",,30.868629455566,-97.776039123535,307.5856933594
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,22-0062060,Black mark L Ear,,Mammals,Raccoon,lotor,,Procyon,180575,Male,,11/21/2022,,11/21/2022,,.mother was trapped out of attic and relocated.,,Nest/Habitat Disturbance/Destruction,Yes,Suspected,,TX,Williamson County,"275 Pvt Rd 901, Florence, TX 76527, USA",,30.868629455566,-97.776039123535,307.5856933594
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,22-0062061,No marks in ear,,Mammals,Raccoon,lotor,,Procyon,180575,Female,,11/21/2022,,11/21/2022,,.mother was trapped out of attic and relocated.,,Nest/Habitat Disturbance/Destruction,Yes,Suspected,,TX,Williamson County,"275 Pvt Rd 901, Florence, TX 76527, USA",,30.868629455566,-97.776039123535,307.5856933594
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,22-0062358,,,Mammals,Raccoon,lotor,,Procyon,180575,Male,,11/28/2022,1:00 AM,11/28/2022,,,,Collision / Moving object / Car/truck/motorcycle,Yes,Observed,,TX,Williamson County,,,,,
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,23-0000958,,,Mammals,Bobcat,rufus,,Lynx,180582,Undetermined,,,,01/07/2023,,,,Collision,Yes,Observed,,PA,Beaver County,,,,,
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,23-0001496,,,Birds,Cooper's Hawk,cooperii,,Accipiter,175309,Undetermined,,01/07/2023,,01/07/2023,,Coopers found down on side of rd,,Collision / Moving object / Car/truck/motorcycle,Yes,Observed,,OH,Richland County,,"By RT 314, & rt 97",,,
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,23-0001702,,,Birds,Red-tailed Hawk,jamaicensis,,Buteo,175350,Female,,01/11/2023,,01/11/2023,,Found on ground unable to fly,None,Undetermined,Yes,Suspected,,MT,Fergus County,,,,,
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,23-0002169,,,Mammals,eastern gray squirrel,carolinensis,,Sciurus,180175,Female,,,,01/14/2023,,,,"Orphan, true / Parents not available",Yes,Suspected,,CA,Amador County,,,,,
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,23-0005403,,,Birds,American Peregrine Falcon,peregrinus,anatum,Falco,175608,Undetermined,,02/24/2023,,02/24/2023,,,,Confiscation,Yes,Suspected,,TX,Cameron County,,,,,
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,23-0005430,,,Reptiles,Afro-American House Gecko,mabouia,,Hemidactylus,174058,Undetermined,,,,02/25/2023,,,,Behavioral Stranding,Yes,Observed,,PA,Adams County,,,,,
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,23-0084388,,,Birds,Osprey,haliaetus,,Pandion,175590,Undetermined,,,,11/01/2023,,,,Inappropriate human possession / Pet,Yes,Suspected,,TX,Austin County,,,,,
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,23-0086334,195,,Birds,Common Blackbird,merula,,Turdus,179757,Male,,11/25/2023,5:00 AM,11/25/2023,7:00 AM,Caught by a housecat,Put away with warmth.,Animal interaction / Domestic animal / Cat,Yes,Suspected,,OK,Bryan County,,,,,
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,23-0086367,Black,Drooping Left Wing,Birds,American Crow,brachyrhynchos,,Corvus,179731,Indeterminate,dasdfasdf,11/26/2023,8:00 PM,11/26/2023,9:00 PM,Found on road,None,Collision / Moving object / Car/truck/motorcycle,Yes,Observed,,CO,Douglas County,"7285 Oasis Dr, Castle Rock, CO 80108, USA",,39.417278289795,-104.786415100098,1892.3321533203
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,23-0087120,,,Birds,Red-tailed Hawk,jamaicensis,,Buteo,175350,Undetermined,,,,12/12/2023,,,,Collision / Moving object / Car/truck/motorcycle,Yes,Suspected,,VA,Amherst County,,,,,
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,24-0000455,,,Mammals,northern raccoon,lotor,,Procyon,180575,Male,,01/08/2024,1:20 PM,01/08/2024,1:30 PM,,,None of the Above,Yes,Observed,,OH,Ashtabula County,,,,,
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,24-0001809,Roos,,Mammals,Gray Seal,grypus,,Halichoerus,180653,Male,,01/01/2024,,01/01/2024,,"Gevonden op het strand bij paal 9, hier is die eerder deze week gemarkeerd, situatie is verslechterd en dus meegenomen.","ORS toegediend, DEX gegeven",Failure to thrive/Maladaption,Yes,Observed,Longworm,AL,Bullock County,"118 Seale Ave, Union Springs, AL 36089, Verenigde Staten",,32.142204284668,-85.717842102051,150.3679656982
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,24-0001863,,,Birds,Cooper's Hawk,cooperii,,Accipiter,175309,Indeterminate,,,,02/08/2024,,,,Collision / Stationary object / Walls/windows,Yes,Observed,,OK,Oklahoma County,,,,,
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,24-0001877,1234,567,Birds,Lesser Scaup,affinis,,Aythya,175134,Undetermined,,02/03/2024,,02/03/2024,,"Unable to stand, neurologic",none,Behavioral Stranding,Yes,Observed,"Unable to stand, neurologic",OH,Stark County,"Massillon, OH, USA",,40.796726226807,-81.521507263184,288.8963317871
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,24-0002082,,,Birds,Bald Eagle,leucocephalus,,Haliaeetus,175420,Female,,,,02/14/2024,,,,Projectile / Weapon / Gunshot / Shotgun,Yes,Observed,,VA,Accomack County,,,,,
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,24-0002084,,,Birds,Bald Eagle,leucocephalus,,Haliaeetus,175420,Indeterminate,,,,02/14/2024,,,,Collision / Stationary object / Walls/windows,Yes,Suspected,,VA,Albemarle County,,,,,
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,24-0002107,River,,Birds,Canada Goose,canadensis,,Branta,174999,Undetermined,,,,02/14/2024,,lured him into a dog crate by the boat landing and was able to catch him.,water and scratch and mash,Inappropriate human possession / Unauthorized or untrained rehabilitation,Yes,Observed,angel wing that has been trimmed- somebody raised and then released.,WI,Oneida County,"5754 Grills Landing Rd, Rhinelander, WI 54501, USA",,45.657333374023,-89.447601318359,477.0567626953
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,24-0003973,121,,Mammals,common raccoon,lotor,,Procyon,180575,Male,,03/18/2024,5:00 PM,03/19/2024,8:00 AM,Left on doorstep with details of admission.,,Nest/Habitat Disturbance/Destruction,Yes,Suspected,Tree its nest was in fell at 5:00pm EST on 3/18/2024,VA,Fairfax County,,,,,
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,24-0023111,Blue,,Mammals,Raccoon,lotor,,Procyon,180575,Female,,,,06/07/2024,,,,"Orphan, true / Parents not available",Yes,Observed,,VA,Amelia County,,,,,
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,24-0030005,Bob,,Birds,Red-tailed Hawk,jamaicensis,,Buteo,175350,Undetermined,dasdfasdf,07/01/2024,,07/03/2024,,,,Behavioral Stranding,Yes,Observed,,VA,Chesapeake (City),,,,,
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,24-0033919,,,Birds,Domestic Duck,sp.,,Anas,,Undetermined,,,,07/16/2024,,,,Undetermined,Yes,Observed,test data,VA,Accomack County,,,,,
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,24-0033920,,,Birds,American Golden-Plover,dominica,,Pluvialis,176564,Female,,,,07/16/2024,,,,Undetermined,Yes,Observed,test,VA,Albemarle County,"Main St, Virginia 23410, USA",,37.228912353516,-85.869071960449,214.2147979736
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Adoption,13-0002200,,,Birds,Common Myna,tristis,,Acridotheres,554025,Male,,02/11/2013,2:30 PM,02/11/2013,,Myna bird,,"Orphan, true / Parents not available",Yes,Suspected,,FL,Monroe County,"1801 White Street, Key West, FL 33040, USA",,24.5478384,-81.7849559,0.5757202506
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Adoption,16-0078792,,,Mammals,Domestic Guinea Pig,porcellus,,Cavia,,Undetermined,,12/25/2016,9:45 PM,12/25/2016,,Found a Lunar pig,mouth-to-mouth rescessutation,Gas flare,Yes,Observed,,OK,Tulsa County,,,40.0467511787,-77.9550130966,272.395904541
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Died,10-0000100,,,Birds,Great Blue Heron,herodias,,Ardea,174773,Undetermined,,09/20/2010,,09/23/2010,5:04 PM,Found Heron on the bank of a river and not moving. Picked it up with gloves and set it in a dog carrier,,Failure to thrive/Maladaption,Yes,Observed,,KA,Kingman County,,,39.201169803104,-96.620764553809,345.7379456
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Died,12-0008147,,,Birds,Red-fronted Parrotlet,costaricensis,,Touit,554912,Indeterminate,,05/21/2012,,04/12/2012,,Illegal loggers were caught by police early in the morning with the bird. The bird was released to Belize Bird Rescue for care and rehabilitation.,,Confiscation,Yes,Suspected,Poached from nest.,AL,Autauga County,,,,,
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Died,12-0012942,,,Birds,Akikiki,bairdi,,Oreomystis,179584,Female,,07/19/2012,,07/18/2012,,.,,Collision / Stationary object / Walls/windows,No,Suspected,,KA,Cloud County,,,,,
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Died,12-0012942,,,Birds,Akikiki,bairdi,,Oreomystis,179584,Female,,07/19/2012,,07/18/2012,,.,,Human,Yes,Observed,,KA,Cloud County,,,,,
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Died,12-0017085,1234667,,Mammals,common raccoon,lotor,,Procyon,180575,Female,,09/27/2012,,09/28/2012,,mult pc's & lc's,,Animal interaction / Domestic animal / Cat,Yes,Suspected,,FL,Sarasota County,,,27.123685,-82.358307,2.7439451218
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Died,12-0017096,12-0060,Marsh,Mammals,Marsh Rabbit,palustris,,Sylvilagus,202349,Indeterminate,,09/28/2012,,09/28/2012,,Caught by dog,,Animal interaction / Domestic animal / Dog,Yes,Suspected,,FL,Brevard County,,,,,
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Died,12-0019762,,,Birds,Common Loon,immer,,Gavia,174469,Indeterminate,,,,12/08/2012,,,,Dead on Arrival,Yes,Suspected,,KA,Cloud County,,,39.8128001147,-98.5466935084,562.3846435547
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Died,13-0023549,,,Birds,House Finch,mexicanus,,Carpodacus,179191,Undetermined,,07/02/2013,6:00 AM,07/02/2013,,Fell from nest,,Nest/Habitat Disturbance/Destruction,Yes,Suspected,,CA,San Diego County,,,39.813920916,-98.5486461566,560.9243774414
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Died,15-0014961,Adrien,,Birds,American Crow,brachyrhynchos,,Corvus,179731,Undetermined,dasdfasdf,04/10/2015,,04/10/2015,,TrouvÃ© par terre dans le jardin,Rien,Collision / Stationary object / Walls/windows,Yes,Observed,,ID,Bear Lake County,,,40.0467511787,-77.9550130966,272.395904541
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Died,17-0104701,18-0045,,Birds,Mourning Dove,macroura,,Zenaida,177125,Undetermined,,12/01/2017,,12/07/2017,,,,"Orphan, true",Yes,Observed,,PA,Allegheny County,"Crazy Horse Ln, Harmony, PA 16037, USA",,40.800244,-80.1325364,274.921081543
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Died,20-0066336,DOA20-8347,,Mammals,eastern gray squirrel,carolinensis,,Sciurus,180175,Undetermined,,09/04/2020,2:15 PM,09/04/2020,,,,Entrapment / Non-trap,Yes,Suspected,,PA,Allegheny County,"Main St, Pennsylvania 15215, USA",,40.496290992908,-79.914434586169,250.2749481201
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Died,22-0004210,,,Birds,Marsh Owl,capensisÂ Â ,,AsioÂ ,,Undetermined,,,,01/30/2022,,,,Entrapment / Non-trap,Yes,Suspected,,PA,McKean County,"45 Main St, Bradford, PA 16701, USA",,41.956108093262,-78.649291992188,439.2161560059
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Died,22-0004211,,,Birds,Marsh Owl,capensisÂ Â ,,AsioÂ ,,Undetermined,,,,01/30/2022,,,,Entrapment / Non-trap,Yes,Suspected,,PA,McKean County,"45 Main St, Bradford, PA 16701, USA",,41.956108093262,-78.649291992188,439.2161560059
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Died,24-0023134,Blue,,Birds,Northern Cardinal,cardinalis,,Cardinalis,179124,Male,,,,06/07/2024,,,,Collision / Moving object / Car/truck/motorcycle,Yes,Observed,Found on side of road,TX,Williamson County,,,,,
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Euthanized,10-0000101,,,Mammals,Harbor Seal,vitulina,,Phoca,180649,Male,,09/22/2010,5:25 PM,09/23/2010,6:41 PM,found seal on beach bleeding from side,,Projectile / Weapon / Gunshot,Yes,Observed,,WA,Clallam County,,,47.557913425994,-122.210051003613,8.9629793
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Euthanized,10-0000111,,,Reptiles,Eastern Box Turtle,carolina,carolina,Terrapene,173777,Male,,10/31/2010,,11/01/2010,5:16 PM,HBC,,Collision,Yes,Observed,found on the road,VA,Nelson County,,,38.021062858439,-78.845449562421,285.8503418
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Euthanized,10-0000113,,,Reptiles,Eastern Collared Lizard,collaris,,Crotaphytus,173912,Male,,11/03/2010,6:00 AM,11/15/2010,5:37 PM,lkuhlkuhkkjgujyug,,Animal interaction / Domestic animal / Cat,No,Suspected,,VA,Amelia County,,,,,
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Euthanized,10-0000113,,,Reptiles,Eastern Collared Lizard,collaris,,Crotaphytus,173912,Male,,11/03/2010,6:00 AM,11/15/2010,5:37 PM,lkuhlkuhkkjgujyug,,Collision / Moving object / Car/truck/motorcycle,Yes,Observed,,VA,Amelia County,,,,,
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Euthanized,11-0001538,blue bird,band number 3333333,Birds,Blue Jay,cristata,,Cyanocitta,179680,Undetermined,,03/10/2011,1:05 PM,03/10/2011,,cat brought bird in,none,Animal interaction / Domestic animal / Cat,Yes,Suspected,,IN,Monroe County,,,39.165325,-86.5263857,233.6967468
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Euthanized,11-0010051,,,Birds,Swainson's Hawk,swainsoni,,Buteo,175367,Undetermined,,08/23/2011,,08/23/2011,,"Capture in yard, wouldn't fly",,Collision / Stationary object / Walls/windows,Yes,Observed,,WA,Franklin County,,,46.239061,-119.07021,128.5904998779
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Euthanized,11-0010839,,,Birds,Laughing Gull,atricilla,,Larus,176837,Undetermined,,12/28/2011,,12/29/2011,,found in road,,Collision / Moving object / Car/truck/motorcycle,Yes,Observed,fx left radius,FL,Martin County,,,39.8128001147,-98.5466935084,562.3846435547
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Euthanized,11-0010844,blue sharpie,,Birds,Laughing Gull,atricilla,,Larus,176837,Indeterminate,,12/15/2011,,12/29/2011,,found by road,,Collision / Moving object / Car/truck/motorcycle,Yes,Observed,,FL,Martin County,,,27.1637741488,-80.2283227735,4.1631579399
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Euthanized,12-0010251,,,Birds,Great Horned Owl,virginianus,,Bubo,177884,Indeterminate,,06/20/2012,,06/20/2012,,none,,Entrapment / Trap / Leg/Body Hold Trap/snare,Yes,Observed,mouse trap,FL,Collier County,,,26.2537925,-81.5907583,4.2160000801
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Euthanized,16-0005149,2016-004,,Birds,Rock Pigeon,livia,,Columba,177071,Female,VÃ©rifier poids,02/10/2016,6:00 PM,02/10/2016,,found in road,none,Collision,Yes,Observed,,OR,Deschutes County,,,40.0467511787,-77.9550130966,272.395904541
